name	age	height_cm	weight_kgs	positions	nationality	overall_rating	potential	preferred_foot	international_reputation(1-5)	weak_foot(1-5)	skill_moves(1-5)
J. Rieckmann	18	154.94	76.2	CB,CDM	Germany	58	76	Right	1	4	2
M. McKee	20	152.4	73	CM	Northern Ireland	58	70	Right	1	3	2
S. Hiramatsu	26	182.88	77.1	ST,RM	Japan	58	61	Right	1	3	2
G. Kyrnats	20	187.96	78.9	GK	Russia	58	68	Right	1	2	1
M. Simakan	18	187.96	82.1	CB	France	58	69	Right	1	2	2
A. Elyounoussi	19	152.4	68	LM,RM	Norway	58	71	Right	1	3	3
K. Ellison	40	154.94	76.2	LM,ST	England	58	58	Left	1	3	2
J. Hastie	20	154.94	74.8	LM	Scotland	58	72	Left	1	3	2
N. Stendera	18	152.4	68	CM,CDM	Germany	58	78	Right	1	3	2
E. GrÃ¼ndemann	20	185.42	87.1	GK	Germany	58	75	Right	1	3	1
S. Farelli	36	185.42	82.1	GK	Italy	58	58	Right	1	1	1
E. Pauchet	21	182.88	68	GK	France	58	67	Right	1	2	1
D. Petersson	24	185.42	77.1	GK	Sweden	58	63	Right	1	1	1
M. Meli	19	152.4	69.9	RW	Italy	58	78	Right	1	3	3
M. Trovato	21	182.88	74.8	RW,CAM	Italy	58	73	Right	1	3	2
P. Marie	23	172.72	64	RB	France	58	63	Right	1	3	2
C. Okoroji	21	152.4	72.1	LB,LWB	England	58	67	Left	1	3	2
Zhang Huachen	20	175.26	67.1	CDM	China PR	58	66	Right	1	3	2
Cao Ziheng	24	175.26	67.1	ST	China PR	58	64	Right	1	3	2
K. Cabral	19	185.42	78	LM,LW,ST	France	58	72	Right	1	3	2
M. Kumbulla	19	185.42	78	CB	Albania	58	74	Right	1	3	2
D. Liszka	19	175.26	78	LM,LB	Poland	58	68	Left	1	3	2
D. Nasu	37	154.94	77.1	CB	Japan	58	58	Right	1	3	2
L. Nash	23	175.26	71.2	ST	England	58	66	Left	1	3	2
Maikel	29	182.88	79.8	CAM	Spain	58	58	Right	1	3	2
S. Bose	23	185.42	78	LB	India	58	66	Left	1	3	2
S. Takahashi	23	170.18	64.9	LB,RB,LM,RM	Japan	58	65	Right	1	3	2
A. Bakir	18	152.4	68.9	RM,LM,RW,LW	Germany	58	76	Right	1	3	3
R. Alm	23	175.26	69.9	RW	Sweden	58	64	Right	1	3	2
A. Nadesan	24	187.96	69.9	ST,RW	England	58	62	Right	1	3	2
F. Atuahene	22	175.26	77.1	ST,CAM	Ghana	58	68	Right	1	3	2
M. Pattier	22	182.88	74.8	GK	France	58	66	Right	1	2	1
J. Anthony	19	152.4	68	ST	England	58	73	Left	1	3	2
Du Changjie	21	152.4	79.8	ST,CAM	China PR	58	65	Right	1	3	2
T. Maya	22	175.26	71.2	LB	Colombia	58	69	Left	1	3	2
M. Radecki	25	187.96	73.9	CM	Poland	58	59	Right	1	2	2
Pablo CacharrÃ³n	21	182.88	76.2	GK	Spain	58	70	Right	1	3	1
T. Abraham	18	185.42	78	ST	England	58	76	Right	1	3	2
Cao Yongjing	22	154.94	73	CAM,LM,RM	China PR	58	68	Right	1	3	3
C. Mafoumbi	25	195.58	79.8	GK	Congo	58	62	Right	1	3	1
J. Lozano	25	182.88	78.9	CB	Colombia	58	63	Right	1	3	2
W. Ebane	26	154.94	79.8	LB	Gabon	58	59	Left	1	3	2
D. Kelly	22	182.88	67.1	RM	Republic of Ireland	58	68	Right	1	2	2
J. Schau	20	152.4	74.8	CDM	Germany	58	68	Right	1	5	2
G. Smith	25	185.42	86.2	GK	England	58	64	Left	1	3	1
T. Ostrak	19	175.26	74.8	CM,CAM	Czech Republic	58	76	Right	1	3	2
Y. Maeda	34	175.26	68.9	CDM,CM	Japan	58	58	Right	1	5	2
A. Nilsson	25	175.26	68	LB,RB	Sweden	58	60	Right	1	5	2
S. Steijn	17	172.72	60.8	CAM,CM	Netherlands	58	72	Right	1	3	3
F. Quiroz	21	175.26	73	RW	Chile	58	68	Right	1	2	2
D. Ogawa	27	172.72	73	LM,RM,RB	Japan	58	58	Right	1	3	3
Han Feng	35	187.96	68.9	GK	China PR	58	58	Right	1	2	1
M. Weigandt	19	175.26	69.9	RB	Argentina	58	77	Right	1	3	2
L. Schneider	18	182.88	77.1	CB,CDM	Germany	58	76	Right	1	3	2
A. Muskwe	20	182.88	74.8	ST	Zimbabwe	58	70	Right	1	3	3
M. De Smet	18	154.94	63	CAM	Belgium	58	73	Right	1	3	2
S. Hostikka	21	182.88	72.1	LM	Finland	58	67	Right	1	3	3
J. Zea	20	172.72	64.9	ST	Colombia	58	74	Right	1	3	2
A. Kaltoft	20	193.04	78	CB	Denmark	58	70	Right	1	3	2
P. SokoÅ‚owski	24	154.94	73	CDM	Poland	58	64	Right	1	3	2
M. Gillam	20	182.88	73	ST,CAM,LM	England	58	68	Right	1	3	2
A. Curry	21	187.96	84.8	CB,LB	England	58	73	Left	1	2	2
E. Kaja	21	152.4	78	CAM,RM	Albania	58	67	Right	1	3	2
A. Scheidler	20	193.04	89.8	ST	France	58	68	Right	1	2	2
S. Woods	20	185.42	77.1	CB	England	57	71	Right	1	2	2
D. Tejeda	20	154.94	69.9	CM	Mexico	57	67	Right	1	2	2
F. Godoy	18	185.42	78.9	CB	Argentina	57	79	Right	1	2	2
T. Golden	19	175.26	64.9	RB	England	57	70	Right	1	3	2
M. Guel	19	172.72	79.8	RW	Ivory Coast	57	76	Right	1	3	2
D. Liessens	19	185.42	68.9	CB	Belgium	57	69	Left	1	3	2
Kim Chan	18	185.42	77.1	ST	Korea Republic	57	78	Right	1	2	2
M. HÃ¤user	19	182.88	71.2	LW,RW	Germany	57	72	Left	1	3	2
R. Paparelli	21	182.88	79.8	CB	Argentina	57	64	Right	1	4	2
Wang Guoming	29	187.96	81.2	GK	China PR	57	58	Right	1	1	1
J. QuiÃ±ones	21	185.42	73.9	CB	Colombia	57	67	Right	1	2	2
E. Botheim	19	154.94	69.9	ST	Norway	57	76	Right	1	3	2
M. Platt	21	187.96	81.2	CB	England	57	67	Right	1	3	2
M. Borgogno	20	187.96	73.9	GK	Argentina	57	71	Right	1	3	1
M. Al Mutairi	19	167.64	60.8	CAM	Saudi Arabia	57	73	Left	1	3	2
Y. Meneses	18	175.26	72.1	CAM	Colombia	57	79	Left	1	3	3
G. Dorsey	20	182.88	73	RM,RWB	United States	57	67	Right	1	3	2
K. Lara	19	182.88	74.8	LB,CB	Chile	57	72	Left	1	3	2
M. Ranmark	23	193.04	86.2	GK	Norway	57	65	Left	1	2	1
K. Lynch	26	185.42	76.2	LB	Republic of Ireland	57	60	Left	1	3	2
F. Navarro	18	170.18	66.2	CM	Argentina	57	78	Right	1	3	2
B. Stephens	21	172.72	59.9	CAM,ST	England	57	66	Right	1	3	2
J. Doyle	22	152.4	64	LB,LM	England	57	65	Left	1	3	2
F. Mosquera	24	152.4	73.9	CB,RB,CDM	Colombia	57	66	Right	1	2	2
J. De Smet	20	185.42	84.8	GK	Belgium	57	68	Left	1	1	1
Son Mu Bin	20	187.96	82.1	GK	Korea Republic	57	72	Right	1	2	1
C. Mosquera	24	193.04	89.8	GK	Colombia	57	63	Right	1	2	1
H. Spratt	19	152.4	74.8	LB,CB	England	57	70	Left	1	3	2
J. Barrett	19	185.42	74.8	CB,RB	England	57	72	Right	1	2	2
K. Stanek	19	185.42	77.1	ST	Poland	57	68	Right	1	2	2
Y. Zabaleta	22	175.26	69.9	LW,ST	Colombia	57	66	Right	1	3	2
M. Napa	19	167.64	64.9	RM	England	57	74	Right	1	3	2
J. Guttau	19	154.94	69.9	CAM	Germany	57	73	Right	1	3	2
G. Oakley	23	187.96	86.2	ST	England	57	65	Right	1	2	2
N. Djouahra	19	172.72	66.2	CAM	France	57	76	Right	1	3	2
M. Al Haeti	22	187.96	74.8	GK	Saudi Arabia	57	66	Right	1	3	1
L. BrÃ¼ggemeier	21	193.04	83	GK	Germany	57	66	Right	1	4	1
J. ChÃ¡vez	22	172.72	67.1	RM	Mexico	57	67	Right	1	3	3
R. Henry	35	154.94	73.9	RB,CB	England	57	57	Right	1	3	2
M. Trejo	20	154.94	71.2	RB	Mexico	57	70	Right	1	3	2
K. Odilon	18	187.96	79.8	CB	Ivory Coast	57	79	Right	1	3	2
Ãlvaro GÃ³mez	21	154.94	74.8	CM,CAM	Spain	57	68	Right	1	3	2
J. Hope	21	182.88	67.1	CM,CAM	Australia	57	65	Right	1	2	2
K. Sugimori	21	172.72	62.1	LM,LW	Japan	57	70	Left	1	3	2
G. Comerford	25	154.94	79.8	LB,CB,CM	Republic of Ireland	57	61	Left	1	3	2
G. Dowling	20	172.72	66.2	CM	England	57	73	Right	1	3	2
R. Wintle	21	154.94	64	CM,CDM	England	57	67	Right	1	3	2
T. Dele-Bashiru	19	152.4	68	CM	England	57	76	Right	1	2	2
P. Boevink	21	190.5	84.8	GK	Netherlands	57	70	Right	1	3	1
S. GrÃ¸nning	22	187.96	84.8	ST	Denmark	57	66	Right	1	3	2
J. Brimmer	20	154.94	69.9	CM	Australia	57	67	Right	1	3	2
J. Eastwood	22	190.5	69.9	GK	England	57	65	Right	1	2	1
I. Tapia	20	185.42	72.1	CB,RB,LB	Chile	57	72	Right	1	4	2
M. Al Mutlaq	21	165.1	66.2	RB	Saudi Arabia	57	69	Right	1	3	2
Sun Jungang	23	175.26	69.9	RM	China PR	57	63	Right	1	3	2
L. John	24	190.5	84.8	CB	England	57	63	Right	1	2	2
D. Kinumbe	19	175.26	62.1	LB,RB	Canada	57	73	Left	1	4	2
L. MartÃ­nez	19	175.26	77.1	RB	Mexico	57	71	Right	1	2	2
D. Tomii	29	182.88	73.9	GK	Japan	57	57	Right	1	2	1
J. Brauti	19	190.5	79.8	GK	Norway	57	70	Right	1	3	1
Y. Toure	18	185.42	74.8	ST,LW,RW	Switzerland	57	80	Right	1	3	3
E. SÃ¸rhÃ¸y	24	182.88	78.9	LW	Norway	57	61	Left	1	3	2
J. Hallam	20	172.72	63	ST,CAM	England	57	70	Right	1	3	2
Morro	18	193.04	78	GK	Spain	57	74	Left	1	2	1
M. MÅ‚yÅ„ski	18	152.4	66.2	LM,CAM	Poland	57	72	Right	1	3	2
S. Al Najrani	22	175.26	64.9	RM	Saudi Arabia	57	64	Right	1	3	3
N. Kirk	21	154.94	69.9	RB,CM	Denmark	57	71	Right	1	4	2
N. Simon	18	170.18	62.1	CM	France	57	73	Left	1	5	2
O. Solbakken	20	185.42	82.1	RW,LW	Norway	57	67	Left	1	3	2
R. de Vos	22	182.88	73	CM	Netherlands	57	66	Right	1	2	2
Lee Gyu Seong	24	172.72	66.2	CAM,CM	Korea Republic	57	62	Right	1	3	3
Xiang Hantian	23	175.26	63	RM	China PR	57	63	Left	1	3	2
N. Kariri	20	165.1	58.1	RB,RM	Saudi Arabia	57	70	Right	1	3	2
B. Liddle	20	170.18	74.8	CM	England	57	70	Right	1	3	2
P. Kalambayi	19	182.88	69.9	CB	England	57	72	Right	1	2	2
M. Al Sufyani	20	172.72	64	LM,CAM	Saudi Arabia	57	73	Left	1	3	2
T. Blackmon	22	185.42	81.2	RB,CB	United States	57	67	Right	1	3	2
C. Yates	20	187.96	79.8	GK	Scotland	57	68	Right	1	2	1
F. Zorba	21	185.42	77.1	LB,CB	Turkey	57	66	Left	1	3	2
D. Conroy	23	154.94	78	CB	England	57	62	Right	1	3	2
R. Allassani	23	170.18	69.9	LM,CAM	England	57	66	Right	1	3	2
B. Hussein	18	175.26	69.9	CM	Sweden	57	78	Right	1	3	2
K. Digol	20	175.26	69.9	RB,RM	France	57	68	Right	1	3	2
T. Ryan	21	154.94	73.9	GK	Republic of Ireland	57	70	Right	1	2	1
A. Molina	19	175.26	59.9	LWB,LB	Mexico	57	71	Left	1	2	2
A. Bradley	20	152.4	64	RW,CM	England	57	72	Right	1	3	3
A. Al Riou	24	167.64	69.9	LB,CB	Saudi Arabia	57	61	Left	1	2	2
E. GonzÃ¡lez	21	175.26	67.1	RB	Mexico	57	67	Right	1	2	2
D. Mercado	22	170.18	71.2	CM	Argentina	57	68	Right	1	3	2
M. Lema	19	170.18	64.9	RM	Austria	57	75	Right	1	3	2
L. Kharabadze	19	182.88	78.9	LB	Georgia	57	77	Left	1	3	2
J. Lankester	19	182.88	73.9	ST,RW	England	57	76	Left	1	3	2
K. Oldenburger	23	175.26	69.9	RM	Netherlands	57	64	Right	1	3	3
D. Gillela	19	154.94	76.2	CB,CDM	England	57	73	Right	1	2	2
T. Sibbick	19	182.88	68.9	CB,RB	England	57	69	Right	1	3	2
F. Langsdorf	23	152.4	74.8	ST	United States	57	64	Right	1	3	2
Kim Woo Suk	22	187.96	73.9	CB,RB	Korea Republic	57	68	Right	1	2	2
A. Montero	20	182.88	74.8	CM	Argentina	57	71	Right	1	3	2
H. Douglas	25	190.5	84.8	CB,RB	Republic of Ireland	57	61	Right	1	3	2
J. Truque	19	152.4	67.1	GK	Colombia	57	73	Right	1	3	1
A. Hindi	22	154.94	64	CB	Saudi Arabia	57	70	Left	1	3	2
E. Mahmutovic	21	190.5	86.2	CB,RB	Luxembourg	57	67	Right	1	2	2
Cong Zhen	22	154.94	74.8	CM,CDM	China PR	57	65	Right	1	4	2
D. Spence	18	182.88	71.2	RB	England	57	77	Right	1	3	2
F. Kaya	19	182.88	78.9	ST	Turkey	57	73	Right	1	4	3
H. Donovan	21	152.4	64	CM	England	57	69	Right	1	2	2
B. Rivera	19	182.88	79.8	CDM	Chile	57	73	Right	1	3	2
C. Polo	21	152.4	73	CDM	Colombia	57	71	Right	1	3	2
A. Thiam	20	175.26	64	CB,LB,CDM	Mauritania	57	67	Left	1	3	2
S. Ben Amar	21	185.42	76.2	ST	Morocco	57	69	Right	1	3	2
T. Abrahams	20	175.26	67.1	ST	England	57	69	Right	1	3	2
G. GbellÃ©	26	152.4	74.8	CM	France	57	60	Right	1	3	2
Xu Yougang	23	154.94	72.1	RB	China PR	57	66	Right	1	4	2
G. KÄ±mÄ±ÅŸÄ±r	21	152.4	58.1	CB	Turkey	56	65	Right	1	2	2
R. Caicedo	25	187.96	83	GK	Colombia	56	62	Right	1	3	1
O. Yilmaz	21	190.5	79.8	ST	Austria	56	64	Right	1	3	2
H. Isted	22	185.42	73.9	GK	England	56	67	Right	1	2	1
D. Devine	21	154.94	76.2	CM	England	56	65	Right	1	2	2
A. Mikkelsen	18	165.1	64.9	LM,RM	Norway	56	71	Right	1	2	3
K. McAllister	20	175.26	74.8	RM,LM	Scotland	56	72	Left	1	3	2
S. Amin	21	182.88	68	CM	Syria	56	64	Right	1	3	2
N. Harker	20	190.5	83	GK	England	56	73	Left	1	3	1
J. Khmiri	21	193.04	84.8	CB	Tunisia	56	66	Right	1	3	2
C. Lang	20	154.94	73	RM,ST,LM	England	56	73	Right	1	3	3
R. Akbari	18	154.94	68	CAM,ST	Australia	56	71	Right	1	3	2
J. Bedeau	19	182.88	78	CB	England	56	73	Left	1	3	2
M. Hauptmann	19	152.4	68	RM,LM,CAM	Germany	56	72	Right	1	3	2
M. Layer	20	187.96	84.8	GK	Germany	56	71	Right	1	3	1
Cheng Changcheng	27	154.94	78	ST	China PR	56	56	Right	1	3	2
K. Dybowski	21	185.42	79.8	GK	Poland	56	65	Right	1	2	1
O. AragÃ³n	21	154.94	72.1	ST	Colombia	56	66	Right	1	3	2
M. Sandoval	23	167.64	64.9	CAM,CM	Chile	56	64	Right	1	3	3
K. Ogi	35	185.42	76.2	GK	Japan	56	56	Right	1	2	1
J. Rees	25	175.26	78	CM,CAM	England	56	58	Right	1	3	2
T. Duffus	22	185.42	68	CM	England	56	64	Right	1	2	3
D. Dressel	20	185.42	74.8	CM	Germany	56	70	Left	1	3	2
M. Kilman	21	185.42	79.8	CB,LB,CM	England	56	70	Left	1	5	2
A. Cvetkovic	23	187.96	87.1	RB,CB	Serbia	56	63	Right	1	3	2
Y. Oki	19	182.88	82.1	GK	Japan	56	72	Right	1	2	1
Marc Vito	22	187.96	79.8	GK	Spain	56	66	Right	1	2	1
H. Bellman	19	170.18	64.9	LM	Sweden	56	71	Right	1	2	2
J. Hove	18	152.4	72.1	CM,CF	Norway	56	74	Right	1	3	2
R. Feely	22	190.5	76.2	CB	Republic of Ireland	56	67	Right	1	2	2
E. Le FÃ©e	19	170.18	58.1	CM	France	56	73	Right	1	3	2
R. Cassidy	18	175.26	68.9	ST	Republic of Ireland	56	76	Right	1	3	3
L. Brand	19	185.42	74.8	GK	Netherlands	56	68	Right	1	2	1
J. Kronig	18	185.42	78	CB	Switzerland	56	79	Left	1	2	2
Yang Ke	29	182.88	78	RM	China PR	56	56	Right	1	3	2
Peng Rui	25	175.26	64.9	LB,RB	China PR	56	60	Left	1	2	2
Y. AvcÄ±lar	20	152.4	60.8	CB	Turkey	56	70	Right	1	2	2
P. Bird	19	187.96	69.9	CB	Northern Ireland	56	71	Right	1	3	2
I. Cameron	18	190.5	78	CF,CAM	Scotland	56	74	Right	1	3	2
S. Farsak	20	154.94	63	CDM	Turkey	56	65	Right	1	2	2
D. Ingham	19	185.42	73	RB,RWB,RM	New Zealand	56	67	Right	1	3	2
G. Rogers	18	152.4	69.9	RM,LM	England	56	70	Left	1	3	2
E. Maulana Vikri	18	165.1	64.9	CAM	Indonesia	56	74	Left	1	3	3
C. Cooper	21	175.26	73	CM	England	56	64	Right	1	2	2
H. Finndell	18	152.4	73.9	CM	Sweden	56	73	Right	1	3	2
G. Tsitaishvili	18	170.18	63	RM,LM	Ukraine	56	76	Left	1	2	2
C. Ellis	21	172.72	69.9	ST	Republic of Ireland	56	66	Right	1	3	2
D. Pierias	19	167.64	63	RB	Australia	56	70	Right	1	2	2
O. Al Suhaymi	26	175.26	63	CDM,CM	Saudi Arabia	56	58	Left	1	2	2
A. Eichhorn	20	172.72	64.9	RB	Germany	56	66	Right	1	3	2
A. JakupoviÄ‡	20	185.42	81.2	ST,CF,LW	Austria	56	72	Left	1	3	2
K. Fatkic	21	185.42	74.8	CAM	Slovenia	56	65	Left	1	3	2
M. Stajduhar	21	187.96	86.2	GK	United States	56	70	Right	1	2	1
Lee Joon Hee	25	193.04	88.9	GK	Korea Republic	56	61	Right	1	3	1
N. Al Dajani	22	170.18	68	CAM,CM	Saudi Arabia	56	67	Right	1	2	2
E. Chilufya	19	170.18	68	ST,RM	Zambia	56	75	Right	1	3	2
I. Ãœnal	21	154.94	73	GK	Turkey	56	69	Right	1	2	1
R. Ito	20	154.94	69.9	LM	Japan	56	64	Right	1	2	2
R. Motegi	22	175.26	68	CB,RB,CDM	Japan	56	64	Right	1	3	2
I. Pearce	20	165.1	62.1	ST	England	56	68	Right	1	3	2
J. Lalrinzuala	20	175.26	68	LB,LM	India	56	64	Left	1	2	2
A. Hudu	18	167.64	64.9	CM	Ghana	56	69	Right	1	2	2
Wei Zhen	22	187.96	78	CB	China PR	56	65	Right	1	2	2
K. Osako	19	185.42	86.2	GK	Japan	56	68	Right	1	2	1
W. Fitzgerald	19	187.96	73	LM	Republic of Ireland	56	66	Right	1	2	3
A. Kuruniyan	21	175.26	69.9	LW,LM,ST	India	56	70	Left	1	3	2
Zhu Xiaogang	31	182.88	74.8	CDM	China PR	56	56	Right	1	2	2
A. Alonzo	19	185.42	72.1	GK	Mexico	56	73	Right	1	2	1
L. Connell	17	152.4	74.8	CM,LM	Republic of Ireland	56	76	Right	1	3	2
A. Nurudeen	20	190.5	77.1	GK	Ghana	56	69	Right	1	3	1
C. Kelly	20	190.5	78	CB,LB	Republic of Ireland	56	68	Left	1	2	2
D. Pakulski	20	175.26	66.2	RM	Poland	56	65	Right	1	3	2
Y. Takeda	31	190.5	81.2	GK	Japan	56	56	Right	1	2	1
T. Isherwood	21	195.58	88	CB	Sweden	56	71	Left	1	3	2
D. Hayes	23	167.64	72.1	RB	Republic of Ireland	56	62	Right	1	2	2
L. ArchimÃ¨de	19	190.5	78	ST	France	56	68	Right	1	1	2
C. Lokoli-Ngoy	22	187.96	81.2	ST	Australia	56	69	Right	1	3	2
J. McGarry	20	152.4	72.1	LW,LB	New Zealand	56	65	Left	1	3	3
W. Le Pogam	26	182.88	74.8	LB,LWB	France	56	58	Left	1	2	2
M. MiÃ±o	21	182.88	79.8	GK	Argentina	56	70	Right	1	2	1
M. Minder	26	187.96	84.8	GK	Switzerland	56	61	Left	1	2	1
H. Al Shaie	20	167.64	59	ST	Saudi Arabia	55	66	Right	1	3	2
C. Lindley	21	175.26	73	CM	United States	55	69	Right	1	3	2
A. Fisher	21	187.96	73	GK	England	55	65	Right	1	3	1
M. Bower	20	198.12	82.1	CB	England	55	67	Left	1	2	2
M. McCrudden	27	152.4	68.9	ST,LM	Northern Ireland	55	56	Right	1	3	3
N. Suksum	21	175.26	64.9	ST	Thailand	55	65	Right	1	3	2
B. GarcÃ©s	25	175.26	69.9	ST	Colombia	55	59	Right	1	3	2
B. Kirdar	17	167.64	64.9	CAM	Australia	55	78	Right	1	3	3
M. Al Thani	22	175.26	64	RM,LM	Saudi Arabia	55	65	Right	1	3	2
S. Junqua	22	182.88	77.1	LB	United States	55	66	Left	1	3	2
W. Hanssen	20	152.4	74.8	ST	Norway	55	62	Right	1	2	2
T. Umeda	18	182.88	78.9	GK	Japan	55	73	Right	1	2	1
Yan Zhiyu	26	170.18	64.9	LB	China PR	55	58	Left	1	2	2
M. Roseth	20	187.96	78	CB,LB	Norway	55	72	Left	1	3	2
T. Issa	21	170.18	69.9	ST,LM,CAM	England	55	62	Left	1	3	2
D. Arias	19	182.88	73.9	ST,RW	Chile	55	68	Right	1	3	2
Y. Nishimura	19	182.88	71.2	CM,LM	Japan	55	64	Right	1	3	2
D. BÅ‚anik	21	172.72	63	RM	Poland	55	64	Right	1	3	2
J. GarcÃ­a	17	165.1	53.1	CB	Mexico	55	80	Right	1	3	2
Y. Taki	19	167.64	55.8	CM,CAM	Japan	55	70	Right	1	3	3
T. Amos	21	195.58	79.8	GK	Sweden	55	68	Right	1	2	1
C. Moya	21	154.94	69.9	CB	Colombia	55	68	Right	1	3	2
J. Kayode	18	190.5	74.8	ST	Nigeria	55	70	Right	1	3	2
M. Matic	23	185.42	76.2	GK	Switzerland	55	65	Right	1	2	1
A. Payne	19	152.4	73	CM	England	55	71	Right	1	3	2
A. DoÄŸan	17	154.94	69.9	CB	Turkey	55	71	Right	1	2	2
I. Sekigawa	18	182.88	72.1	CB	Japan	55	74	Right	1	2	2
B. Niezgoda	19	198.12	84.8	GK	Poland	55	70	Right	1	2	1
A. Baun	23	193.04	84.8	RM,LM	Denmark	55	64	Right	1	3	2
K. Dawes	19	175.26	73.9	RB	England	55	72	Right	1	2	2
D. Enomoto	22	162.56	59.9	LW,CF	Japan	55	62	Right	1	3	3
B. Lyons	21	182.88	76.2	CM,CAM	Northern Ireland	55	67	Right	1	3	2
H. Offia	19	175.26	81.2	LM	Nigeria	55	66	Right	1	3	3
R. Parkes	28	193.04	88	ST	Jamaica	55	55	Right	1	2	2
W. Scott	19	175.26	69.9	LB	Australia	55	68	Right	1	3	2
C. Gregory	19	193.04	74.8	GK	England	55	74	Right	1	3	1
D. Leverock	26	195.58	86.2	CB	Bermuda	55	57	Right	1	2	2
M. Welch-Hayes	22	154.94	77.1	RB,LB	England	55	63	Right	1	2	2
K. Yamaguchi	23	154.94	49.9	CF,ST	Japan	55	61	Right	1	3	3
D. Marzino	22	182.88	79.8	GK	Switzerland	55	64	Right	1	2	1
I. Hutchinson	18	152.4	69.9	CAM	England	55	68	Right	1	2	2
E. KÃ¼c	22	152.4	76.2	CAM,LM	Germany	55	65	Right	1	4	2
L. Gelzleichter	18	182.88	67.1	ST	Germany	55	72	Right	1	3	2
N. Ochojski	20	182.88	73	CDM	Germany	55	67	Right	1	3	2
Xiao Yufeng	24	185.42	79.8	CB	China PR	55	61	Right	1	3	2
E. Crona	19	185.42	76.2	ST	Sweden	55	73	Right	1	2	2
A. Nelson	21	154.94	78	ST	England	55	69	Right	1	2	2
R. Piscitelli	25	185.42	79.8	GK	Italy	55	59	Left	1	2	1
J. Arias	21	167.64	69.9	RW	Colombia	55	66	Right	1	3	2
L. Davies	19	154.94	69.9	RB	England	55	67	Right	1	3	2
S. Diallo	19	154.94	72.1	CM,CDM	England	55	73	Right	1	3	2
A. HodÅ¾iÄ‡	19	185.42	87.1	ST	Austria	55	68	Right	1	3	2
M. Leiva	19	170.18	67.1	ST	Chile	55	70	Right	1	3	2
F. Bahi	19	175.26	69.9	LB	Guinea	55	68	Left	1	3	2
M. Attiyah	26	167.64	74.8	CM,LM	Saudi Arabia	55	57	Right	1	3	3
A. Takagi	21	175.26	64.9	ST	Japan	55	67	Right	1	3	2
Liu Yue	21	175.26	66.2	LM,CAM	China PR	55	64	Right	1	3	2
T. Mourdoukoutas	20	187.96	77.1	CB	Australia	55	69	Right	1	3	2
R. Al Najjar	23	187.96	82.1	GK	Saudi Arabia	55	62	Right	1	3	1
K. Taimi	27	193.04	84.8	RB,CB	Finland	55	56	Right	1	3	2
D. Pipe	35	175.26	77.1	RWB,RB	Wales	55	55	Right	1	2	2
J. Vahtera	23	175.26	68.9	CAM,RW	Finland	55	64	Left	1	2	2
S. Boyd	21	154.94	69.9	ST	Scotland	55	68	Right	1	3	2
K. Tshiend	17	154.94	69.9	RW,LW	Belgium	55	75	Right	1	3	2
R. Clampin	20	154.94	69.9	LB,LM,LWB	England	55	71	Left	1	3	2
J. Dakir	21	190.5	76.2	GK	Denmark	55	65	Right	1	3	1
H. Pickering	20	152.4	78	LB	England	55	70	Left	1	2	2
M. Olsen	21	182.88	77.1	LM	Faroe Islands	55	66	Right	1	3	3
M. Augdal	24	175.26	64.9	CM	Norway	55	61	Right	1	3	2
K. Thiesson Kristensen	19	190.5	74.8	GK	Denmark	55	69	Right	1	2	1
A. Bustamante	21	170.18	62.1	CM	United States	55	65	Right	1	4	2
N. Bai	20	152.4	69.9	LB	France	55	68	Left	1	3	2
D. Ojo	18	172.72	68.9	LB	Italy	55	69	Left	1	2	2
H. Palacios	19	152.4	67.1	RW	Colombia	55	76	Right	1	3	2
L. Ward	22	195.58	81.2	GK	England	55	69	Right	1	2	1
Ruan	23	170.18	79.8	RB	Brazil	55	60	Right	1	3	2
F. Botiseriu	19	152.4	73.9	LB	Germany	55	71	Left	1	3	2
S. SvenlÃ©n	18	154.94	69.9	CB	Sweden	55	65	Right	1	3	2
Kim Sun Woo	25	187.96	81.2	GK	Korea Republic	55	61	Right	1	2	1
K. BjÃ¶rklund	19	154.94	74.8	CB	Sweden	55	69	Right	1	3	2
A. Sow	18	152.4	67.1	RW	Senegal	55	70	Right	1	3	2
C. Giuliani	19	187.96	79.8	GK	Austria	54	71	Left	1	3	1
C. Hulme	18	170.18	64.9	CAM,CM	England	54	64	Right	1	3	2
C. Scott	20	152.4	74.8	ST	England	54	71	Right	1	2	2
A. Long	21	185.42	79.8	GK	France	54	66	Right	1	3	1
S. Barone	19	182.88	73	GK	Italy	54	66	Right	1	3	1
L. Colville	20	185.42	69.9	LM,CAM	England	54	64	Left	1	3	3
R. German	20	182.88	78.9	ST	England	54	69	Right	1	2	2
J. McCracken	18	185.42	71.2	GK	Scotland	54	75	Right	1	2	1
D. Smith	19	152.4	62.1	ST,CAM,RW	England	54	73	Right	1	3	2
Gianluca Zanette	21	187.96	83	GK	Brazil	54	64	Right	1	3	1
D. Dillon	19	152.4	76.2	ST,CAM	Republic of Ireland	54	69	Right	1	2	2
O. Sims	17	172.72	69.9	LM,ST	England	54	74	Left	1	3	3
J. Mora	22	175.26	71.2	CDM	Colombia	54	64	Right	1	2	2
A. Al Shammari	27	185.42	83	GK	Saudi Arabia	54	56	Right	1	3	1
Li Rui	24	190.5	83	ST	China PR	54	61	Right	1	3	2
D. Castro	24	170.18	64	ST	Chile	54	60	Right	1	3	2
